ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,revenue,profit_margin
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Phones,494.376,3,0.2,49.4376,494.376,10.0
First Class,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5,0.2,9.855,29.2,33.75
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,248.85,5,0.0,27.3735,248.85,11.0
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1,0.0,15.2208,36.24,42.0
Standard Class,Consumer,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,11.68,2,0.0,3.504,11.68,30.0
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.1191,11.91,1.0
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136,3.48,32.0
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.96,8,0.8,-52.632,30.96,-170.0
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2005,1704.89,45.0
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,19.194,7,0.7,-12.796,19.194,-66.67
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,121.792,4,0.2,13.7016,121.792,11.25
Same Day,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,1919.976,3,0.2,215.9973,1919.976,11.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,50.997,1,0.7,-40.7976,50.997,-80.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183,76.792,-21.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,539.964,6,0.4,-107.9928,539.964,-20.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.312,3,0.2,5.2773,60.312,8.75
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256,1.944,-73.33
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Envelopes,12.984,3,0.2,4.7067,12.984,36.25
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Phones,217.584,2,0.2,19.0386,217.584,8.75
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Phones,328.776,3,0.2,28.7679,328.776,8.75
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,2.286,3,0.8,-3.6576,2.286,-160.0
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Accessories,47.984,2,0.2,14.3952,47.984,30.0
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6,0.2,8.8704,25.344,35.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,232.4,5,0.2,78.435,232.4,33.75
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Furniture,Furnishings,86.45,7,0.0,38.038,86.45,44.0
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,603.92,5,0.2,45.294,603.92,7.5
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702,81.98,49.0
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,271.764,2,0.1,48.3136,271.764,17.78
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376,3,0.2,4.8519,14.376,33.75
Second Class,Corporate,United States,Round Rock,Texas,78664,Central,Furniture,Furnishings,341.96,5,0.6,-427.45,341.96,-125.0
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,181.35,9,0.0,48.9645,181.35,27.0
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,8.64,3,0.0,4.2336,8.64,49.0
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,43.512,7,0.2,3.8073,43.512,8.75
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,662.88,3,0.2,74.574,662.88,11.25
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,25.92,5,0.2,9.072,25.92,35.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,68.94,3,0.0,20.682,68.94,30.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398,128.82,39.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335,896.99,-165.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.234,1,0.8,-1.9744,1.234,-160.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,67.56,3,0.2,6.756,67.56,10.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,21.72,5,0.2,7.8735,21.72,36.25
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,262.336,8,0.2,95.0968,262.336,36.25
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,148.48,2,0.2,16.704,148.48,11.25
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,241.176,3,0.2,15.0735,241.176,6.25
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,227.976,3,0.2,28.497,227.976,12.5
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,52.68,3,0.2,19.755,52.68,37.5
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,2.032,1,0.6,-1.3208,2.032,-65.0
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Art,17.12,4,0.0,4.9648,17.12,29.0
First Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,431.968,4,0.2,37.7972,431.968,8.75
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,129.92,4,0.0,10.3936,129.92,8.0
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Tables,568.728,3,0.2,28.4364,568.728,5.0
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Binders,117.144,9,0.2,42.4647,117.144,36.25
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Appliances,203.52,3,0.0,54.9504,203.52,27.0
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Labels,51.75,5,0.0,24.84,51.75,48.0
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,122.97,3,0.0,60.2553,122.97,49.0
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Furniture,Tables,244.615,1,0.3,20.967,244.615,8.57
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Technology,Phones,59.97,3,0.0,28.7856,59.97,48.0
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,81.54,9,0.0,36.693,81.54,45.0
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Fasteners,11.68,4,0.0,5.256,11.68,45.0
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5,0.0,13.92,29.0,48.0
Standard Class,Corporate,United States,Yucaipa,California,92399,West,Office Supplies,Art,50.8,5,0.0,13.208,50.8,26.0
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,16.03,5,0.8,-25.648,16.03,-160.0
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.712,4,0.2,5.6956,15.712,36.25
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937,89.97,21.0
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Bookcases,435.999,3,0.15,20.5176,435.999,4.71
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,83.984,2,0.2,31.494,83.984,37.5
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,359.98,2,0.0,93.5948,359.98,26.0
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Furniture,Tables,70.56,1,0.3,-4.032,70.56,-5.71
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,20.88,2,0.0,9.6048,20.88,46.0
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1,0.0,1.8288,3.81,48.0
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,73.008,9,0.2,26.4654,73.008,36.25
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.208,2,0.8,-5.2932,3.208,-165.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,26.176,2,0.2,-3.272,26.176,-12.5
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,30.44,47.0
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952,35.28,34.0
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3,0.0,9.3312,19.44,48.0
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,37.88,2,0.0,18.94,37.88,50.0
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,9.552,-40.0
First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,290.666,2,0.15,3.4196,290.666,1.18
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,10.368,35.0
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,14.352,3,0.2,4.485,14.352,31.25
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Bookcases,141.96,2,0.0,41.1684,141.96,29.0
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,66.048,4,0.2,23.1168,66.048,35.0
Same Day,Consumer,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,1287.45,5,0.0,244.6155,1287.45,19.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.824,6,0.2,9.0384,25.824,35.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,160.96,2,0.0,48.288,160.96,30.0
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376,28.44,40.0
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,364.41,5,0.1,8.098,364.41,2.22
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4,0.0,10.3896,39.96,26.0
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,361.764,2,0.1,68.3332,361.764,18.89
First Class,Corporate,United States,Conroe,Texas,77301,Central,Office Supplies,Storage,111.672,9,0.2,6.9795,111.672,6.25
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416,13.776,-160.0
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,10.272,3,0.2,3.21,10.272,31.25
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,24.048,9,0.2,7.2144,24.048,30.0
First Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Envelopes,2.896,1,0.2,0.9774,2.896,33.75
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906,17.94,49.0
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,384.174,7,0.1,29.8802,384.174,7.78
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1799.75,5,0.0,539.925,1799.75,30.0
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,580.672,4,0.2,65.3256,580.672,11.25
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,18.936,31.25
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,222.384,2,0.2,16.6788,222.384,7.5
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,50.454,6,0.7,-33.636,50.454,-66.67
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,154.764,3,0.4,-36.1116,154.764,-23.33
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,6.848,2,0.2,2.14,6.848,31.25
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,1091.168,4,0.2,68.198,1091.168,6.25
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,219.168,2,0.2,-43.8336,219.168,-20.0
First Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Binders,6.928,1,0.8,-11.0848,6.928,-160.0
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,40.032,6,0.2,15.012,40.032,37.5
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,443.92,4,0.0,13.3176,443.92,3.0
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,169.99,1,0.0,78.1954,169.99,46.0
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,25.92,48.0
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,36.99,1,0.0,9.9873,36.99,27.0
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,629.1,6,0.0,301.968,629.1,48.0
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,193.95,3,0.0,9.6975,193.95,5.0
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.46,3,0.0,1.4742,5.46,27.0
First Class,Corporate,United States,Tinley Park,Illinois,60477,Central,Furniture,Furnishings,22.288,7,0.6,-8.9152,22.288,-40.0
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,65.424,4,0.6,-52.3392,65.424,-80.0
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,77.88,2,0.0,3.894,77.88,5.0
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Chairs,281.372,2,0.3,-12.0588,281.372,-4.29
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.488,8,0.7,-5.2416,7.488,-70.0
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,22.336,4,0.2,7.8176,22.336,35.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.368,2,0.2,3.6288,10.368,35.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,65.79,9,0.0,30.2634,65.79,46.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,271.984,2,0.2,88.3948,271.984,32.5
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,11.76,4,0.0,3.1752,11.76,27.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,77.52,2,0.0,37.9848,77.52,49.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,48.64,2,0.2,15.808,48.64,32.5
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Fasteners,1.81,1,0.0,0.6516,1.81,36.0
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Binders,8.26,2,0.0,3.8822,8.26,47.0
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,43.56,5,0.2,3.267,43.56,7.5
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Supplies,5.84,2,0.2,0.73,5.84,12.5
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,271.764,2,0.1,60.392,271.764,22.22
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,262.24,2,0.0,78.672,262.24,30.0
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,182.72,8,0.0,84.0512,182.72,46.0
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,131.6,7,0.0,7.896,131.6,6.0
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,22.72,4,0.2,7.384,22.72,32.5
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Machines,558.4,2,0.2,41.88,558.4,7.5
Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Office Supplies,Binders,15.24,4,0.0,6.858,15.24,45.0
Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Furniture,Chairs,1408.1,10,0.0,394.268,1408.1,28.0
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4,0.2,11.1024,32.896,33.75
